Scenario,Type,ID,Text Prompt,Video Path,CogVideoX,easyanimatev4,gen3,vidu,tongyi,minimax,qingying,luma1.6,luma,kling1.5,opensora1.2,kling,pika,Mochi-1
Anime,i2v,163,"This is an animation video with a static camera and a medium shot showing raindrops splashing in a puddle on the ground. The camera does not move, and the scene remains the same throughout the video.",/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/concat_models/I2V/00163.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/CogVideoX/i2v/Cog5B_00163.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/easyanimatev4/i2v/Easyanimatev4_00163.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/gen3/i2v/gen3_00163.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/vidu/i2v/vidu_00163.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/tongyi/i2v/tongyi_00163.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/minimax/i2v/minimax_00163.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/qingying/i2v/qingying_00163.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/luma1.6/i2v/luma1.6_00163.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/luma/i2v/luma_00163.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/kling1.5/i2v/kling1.5_00163.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/opensora1.2/i2v/OpenSora1.2_00163.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/kling/i2v/kling_00163.mp4,,
Anime,i2v,164,"This is an animated video with a long shot that pans up slowly from the base of a tall tower as a crow flies past. As the shot continues, the sky darkens, and it begins to rain.",/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/concat_models/I2V/00164.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/CogVideoX/i2v/Cog5B_00164.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/easyanimatev4/i2v/Easyanimatev4_00164.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/gen3/i2v/gen3_00164.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/vidu/i2v/vidu_00164.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/tongyi/i2v/tongyi_00164.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/minimax/i2v/minimax_00164.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/qingying/i2v/qingying_00164.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/luma1.6/i2v/luma1.6_00164.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/luma/i2v/luma_00164.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/kling1.5/i2v/kling1.5_00164.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/opensora1.2/i2v/OpenSora1.2_00164.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/kling/i2v/kling_00164.mp4,,
Education,i2v,165,"The animation shows a plane flying through a simulated wind tunnel, with the camera following alongside as the tunnel narrows. The shot is a medium shot and remains static throughout the video.",/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/concat_models/I2V/00165.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/CogVideoX/i2v/Cog5B_00165.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/easyanimatev4/i2v/Easyanimatev4_00165.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/gen3/i2v/gen3_00165.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/vidu/i2v/vidu_00165.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/tongyi/i2v/tongyi_00165.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/minimax/i2v/minimax_00165.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/qingying/i2v/qingying_00165.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/luma1.6/i2v/luma1.6_00165.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/luma/i2v/luma_00165.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/kling1.5/i2v/kling1.5_00165.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/opensora1.2/i2v/OpenSora1.2_00165.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/kling/i2v/kling_00165.mp4,,
Education,i2v,166,"The animation zooms in on a black hole distorting space-time, represented by a red grid, then transitions to a white dwarf star orbiting the black hole and losing its matter.",/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/concat_models/I2V/00166.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/CogVideoX/i2v/Cog5B_00166.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/easyanimatev4/i2v/Easyanimatev4_00166.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/gen3/i2v/gen3_00166.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/vidu/i2v/vidu_00166.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/tongyi/i2v/tongyi_00166.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/minimax/i2v/minimax_00166.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/qingying/i2v/qingying_00166.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/luma1.6/i2v/luma1.6_00166.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/luma/i2v/luma_00166.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/kling1.5/i2v/kling1.5_00166.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/opensora1.2/i2v/OpenSora1.2_00166.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/kling/i2v/kling_00166.mp4,,
Education,i2v,167,"The camera provides an aerial view, zooming in on a 3D model of a volcano as a red area expands outwards from the peak. The video uses animation to depict the potential spread of a volcanic flow.",/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/concat_models/I2V/00167.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/CogVideoX/i2v/Cog5B_00167.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/easyanimatev4/i2v/Easyanimatev4_00167.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/gen3/i2v/gen3_00167.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/vidu/i2v/vidu_00167.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/tongyi/i2v/tongyi_00167.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/minimax/i2v/minimax_00167.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/qingying/i2v/qingying_00167.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/luma1.6/i2v/luma1.6_00167.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/luma/i2v/luma_00167.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/kling1.5/i2v/kling1.5_00167.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/opensora1.2/i2v/OpenSora1.2_00167.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/kling/i2v/kling_00167.mp4,,
Education,i2v,168,"The video uses animation to depict a network of neurons firing and connecting with each other, resembling a galaxy with nebulae and stars. The camera remains static throughout the video.",/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/concat_models/I2V/00168.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/CogVideoX/i2v/Cog5B_00168.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/easyanimatev4/i2v/Easyanimatev4_00168.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/gen3/i2v/gen3_00168.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/vidu/i2v/vidu_00168.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/tongyi/i2v/tongyi_00168.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/minimax/i2v/minimax_00168.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/qingying/i2v/qingying_00168.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/luma1.6/i2v/luma1.6_00168.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/luma/i2v/luma_00168.mp4,,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/opensora1.2/i2v/OpenSora1.2_00168.mp4,,,
Education,i2v,169,"The video starts with a long shot of a satellite against a backdrop of space and a bright light, then transitions to a close-up shot as the satellite rotates and reveals Jupiter in the background. The camera remains static throughout the video.",/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/concat_models/I2V/00169.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/CogVideoX/i2v/Cog5B_00169.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/easyanimatev4/i2v/Easyanimatev4_00169.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/gen3/i2v/gen3_00169.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/vidu/i2v/vidu_00169.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/tongyi/i2v/tongyi_00169.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/minimax/i2v/minimax_00169.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/qingying/i2v/qingying_00169.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/luma1.6/i2v/luma1.6_00169.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/luma/i2v/luma_00169.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/kling1.5/i2v/kling1.5_00169.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/opensora1.2/i2v/OpenSora1.2_00169.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/kling/i2v/kling_00169.mp4,,
Audo-driving,i2v,170,A close-up shot captures the car almost hitting a red car from a first-person perspective.,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/concat_models/I2V/00170.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/CogVideoX/i2v/Cog5B_00170.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/easyanimatev4/i2v/Easyanimatev4_00170.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/gen3/i2v/gen3_00170.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/vidu/i2v/vidu_00170.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/tongyi/i2v/tongyi_00170.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/minimax/i2v/minimax_00170.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/qingying/i2v/qingying_00170.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/luma1.6/i2v/luma1.6_00170.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/luma/i2v/luma_00170.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/kling1.5/i2v/kling1.5_00170.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/opensora1.2/i2v/OpenSora1.2_00170.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/kling/i2v/kling_00170.mp4,,
Audo-driving,i2v,171,A close-up shot captures the car almost hitting a white car that changed lanes across the solid line on the right from a first-person perspective.,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/concat_models/I2V/00171.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/CogVideoX/i2v/Cog5B_00171.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/easyanimatev4/i2v/Easyanimatev4_00171.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/gen3/i2v/gen3_00171.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/vidu/i2v/vidu_00171.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/tongyi/i2v/tongyi_00171.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/minimax/i2v/minimax_00171.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/qingying/i2v/qingying_00171.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/luma1.6/i2v/luma1.6_00171.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/luma/i2v/luma_00171.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/kling1.5/i2v/kling1.5_00171.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/opensora1.2/i2v/OpenSora1.2_00171.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/kling/i2v/kling_00171.mp4,,
Audo-driving,i2v,172,A close-up shot captures the car almost hitting a motorcycle carrying two people from a first-person perspective.,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/concat_models/I2V/00172.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/CogVideoX/i2v/Cog5B_00172.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/easyanimatev4/i2v/Easyanimatev4_00172.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/gen3/i2v/gen3_00172.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/vidu/i2v/vidu_00172.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/tongyi/i2v/tongyi_00172.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/minimax/i2v/minimax_00172.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/qingying/i2v/qingying_00172.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/luma1.6/i2v/luma1.6_00172.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/luma/i2v/luma_00172.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/kling1.5/i2v/kling1.5_00172.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/opensora1.2/i2v/OpenSora1.2_00172.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/kling/i2v/kling_00172.mp4,,
Audo-driving,i2v,173,A close-up shot captures the car almost hitting a three-wheeled motorcycle crossing from left to right,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/concat_models/I2V/00173.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/CogVideoX/i2v/Cog5B_00173.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/easyanimatev4/i2v/Easyanimatev4_00173.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/gen3/i2v/gen3_00173.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/vidu/i2v/vidu_00173.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/tongyi/i2v/tongyi_00173.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/minimax/i2v/minimax_00173.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/qingying/i2v/qingying_00173.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/luma1.6/i2v/luma1.6_00173.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/luma/i2v/luma_00173.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/kling1.5/i2v/kling1.5_00173.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/opensora1.2/i2v/OpenSora1.2_00173.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/kling/i2v/kling_00173.mp4,,
Audo-driving,i2v,174,A close-up shot captures the car almost hitting the rear of a blue car from a first-person perspective.,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/concat_models/I2V/00174.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/CogVideoX/i2v/Cog5B_00174.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/easyanimatev4/i2v/Easyanimatev4_00174.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/gen3/i2v/gen3_00174.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/vidu/i2v/vidu_00174.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/tongyi/i2v/tongyi_00174.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/minimax/i2v/minimax_00174.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/qingying/i2v/qingying_00174.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/luma1.6/i2v/luma1.6_00174.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/luma/i2v/luma_00174.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/kling1.5/i2v/kling1.5_00174.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/opensora1.2/i2v/OpenSora1.2_00174.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/kling/i2v/kling_00174.mp4,,
Audo-driving,i2v,175,A close-up shot captures the car almost hitting two women crossing from left to right,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/concat_models/I2V/00175.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/CogVideoX/i2v/Cog5B_00175.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/easyanimatev4/i2v/Easyanimatev4_00175.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/gen3/i2v/gen3_00175.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/vidu/i2v/vidu_00175.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/tongyi/i2v/tongyi_00175.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/minimax/i2v/minimax_00175.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/qingying/i2v/qingying_00175.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/luma1.6/i2v/luma1.6_00175.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/luma/i2v/luma_00175.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/kling1.5/i2v/kling1.5_00175.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/opensora1.2/i2v/OpenSora1.2_00175.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/kling/i2v/kling_00175.mp4,,
Audo-driving,i2v,176,A close-up shot captures the car almost hitting a man suddenly crossing from left to right,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/concat_models/I2V/00176.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/CogVideoX/i2v/Cog5B_00176.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/easyanimatev4/i2v/Easyanimatev4_00176.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/gen3/i2v/gen3_00176.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/vidu/i2v/vidu_00176.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/tongyi/i2v/tongyi_00176.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/minimax/i2v/minimax_00176.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/qingying/i2v/qingying_00176.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/luma1.6/i2v/luma1.6_00176.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/luma/i2v/luma_00176.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/kling1.5/i2v/kling1.5_00176.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/opensora1.2/i2v/OpenSora1.2_00176.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/kling/i2v/kling_00176.mp4,,
Audo-driving,i2v,177,A close-up shot captures the car almost hitting a black car from a first-person perspective.,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/concat_models/I2V/00177.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/CogVideoX/i2v/Cog5B_00177.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/easyanimatev4/i2v/Easyanimatev4_00177.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/gen3/i2v/gen3_00177.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/vidu/i2v/vidu_00177.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/tongyi/i2v/tongyi_00177.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/minimax/i2v/minimax_00177.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/qingying/i2v/qingying_00177.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/luma1.6/i2v/luma1.6_00177.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/luma/i2v/luma_00177.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/kling1.5/i2v/kling1.5_00177.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/opensora1.2/i2v/OpenSora1.2_00177.mp4,/mnt/jfs-hdd/sora/samples/VideoGenEval-complete/VideoGen-Eval1.0/separate/kling/i2v/kling_00177.mp4,,
